0,mb625@duke.edu,Muchang,Bahng,Erwin Rd,pbkdf2:sha256:260000$1GvmeoAkcWb89TyU$5f711eafb243c1c1a884715dd9bd6d185f29ccd3dab59ad19cc201a7260091cb,1000
1,john.doe@email.com,John,Doe,"123 Main St, Anytown, AN 12345",hashed_password_1,150.00
2,jane.smith@email.com,Jane,Smith,"456 Elm St, Somewhere, SO 67890",hashed_password_2,220.50
3,bob.johnson@email.com,Bob,Johnson,"789 Oak Rd, Nowhere, NO 13579",hashed_password_3,75.25
4,alice.williams@email.com,Alice,Williams,"321 Pine Ave, Everywhere, EV 24680",hashed_password_4,300.00
5,charlie.brown@email.com,Charlie,Brown,"654 Maple Dr, Anywhere, AN 97531",hashed_password_5,180.75
6,diana.clark@email.com,Diana,Clark,"987 Cedar Ln, Someplace, SP 86420",hashed_password_6,95.50
7,edward.davis@email.com,Edward,Davis,"147 Birch Blvd, Othertown, OT 75319",hashed_password_7,250.25
8,fiona.miller@email.com,Fiona,Miller,"258 Spruce St, Thatplace, TP 95135",hashed_password_8,120.00
9,george.wilson@email.com,George,Wilson,"369 Ash Ct, ThisCity, TC 15973",hashed_password_9,190.50
10,hannah.moore@email.com,Hannah,Moore,"741 Willow Way, Thattown, TT 35791",hashed_password_10,85.75
11,ian.taylor@email.com,Ian,Taylor,"852 Poplar Pl, Ourville, OV 75312",hashed_password_11,275.25
12,julia.anderson@email.com,Julia,Anderson,"963 Sycamore St, Yourtown, YT 95124",hashed_password_12,130.00
13,kevin.thomas@email.com,Kevin,Thomas,"159 Redwood Rd, Histown, HT 15963",hashed_password_13,210.50
14,laura.jackson@email.com,Laura,Jackson,"357 Sequoia Ave, Hertown, HT 75395",hashed_password_14,70.25
15,michael.white@email.com,Michael,White,"852 Chestnut Ln, Ourplace, OP 35795",hashed_password_15,320.00
16,natalie.harris@email.com,Natalie,Harris,"963 Walnut Dr, Theirville, TV 95127",hashed_password_16,105.75
17,oscar.martin@email.com,Oscar,Martin,"741 Beech Blvd, Thatcity, TC 15935",hashed_password_17,230.50
18,patricia.thompson@email.com,Patricia,Thompson,"852 Acorn Ave, Thisplace, TP 75391",hashed_password_18,90.25
19,quentin.garcia@email.com,Quentin,Garcia,"963 Hickory St, Whereville, WV 35759",hashed_password_19,280.00
20,rachel.martinez@email.com,Rachel,Martinez,"159 Elm Ct, Somewhere, SW 95123",hashed_password_20,140.75
21,samuel.robinson@email.com,Samuel,Robinson,"357 Oak Pl, Anywhere, AW 15937",hashed_password_21,200.50
22,tina.clark@email.com,Tina,Clark,"852 Maple Way, Noplace, NP 75393",hashed_password_22,65.25
23,ulysses.rodriguez@email.com,Ulysses,Rodriguez,"963 Pine Ln, Sometown, ST 35757",hashed_password_23,310.00
24,victoria.lewis@email.com,Victoria,Lewis,"159 Cedar Ave, Thatplace, TP 95121",hashed_password_24,115.75
25,william.lee@email.com,William,Lee,"357 Birch St, Ourtown, OT 15931",hashed_password_25,260.50
26,yvonne.walker@email.com,Yvonne,Walker,"852 Spruce Rd, Yourplace, YP 75397",hashed_password_26,80.25
27,zachary.hall@email.com,Zachary,Hall,"963 Ash Blvd, Theirtown, TT 35751",hashed_password_27,330.00
28,amanda.allen@email.com,Amanda,Allen,"159 Willow Ave, Hisville, HV 95129",hashed_password_28,125.75
29,brandon.young@email.com,Brandon,Young,"357 Poplar Dr, Herplace, HP 15939",hashed_password_29,240.50
30,catherine.king@email.com,Catherine,King,"852 Sycamore Ct, Ourville, OV 75399",hashed_password_30,100.25
